Loan_ID,Gender,Married,Dependents,Education,Employment_Sector,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Credit_Score,State,Bumi_Status,LPPSA_Eligible,Property_Type,Margin,Financing_Type,Interest_Rate,DSR,NDI,Years_Employed,Loan_Status
LPtest1348,Male,No,0,Graduate,Private,4290,0,342575.0,360,1.0,Semiurban,744,Melaka,Yes,No,Semi-D,85,Conventional,4.64,77.47,1367.25,3,N
LPtest1349,Male,No,0,Graduate,Private,3647,0,255123.0,360,1.0,Rural,680,Selangor,Yes,No,Townhouse,90,Islamic,4.77,71.25,1327.2,3,Y
LPtest1350,Male,No,0,Graduate,Private,7884,0,397217.0,360,1.0,Semiurban,711,Selangor,Yes,No,Apartment,80,Islamic,4.52,53.75,4139.62,10,Y
LPtest1351,Female,Yes,2,Graduate,Private,2882,0,225000.0,360,0.0,Urban,610,Perak,No,No,Bungalow,90,Islamic,4.65,90.16,545.61,9,N
LPtest1352,Female,No,0,Not Graduate,Private,2600,0,212500.0,360,1.0,Rural,724,Selangor,Yes,No,Semi-D,85,Islamic,4.47,97.57,333.39,5,N
LPtest1353,Male,No,0,Graduate,Private,4817,0,248777.0,360,1.0,Urban,797,Selangor,No,No,Townhouse,80,Islamic,4.78,50.89,2635.88,8,Y
LPtest1354,Male,No,0,Graduate,Private,2000,0,225000.0,360,1.0,Rural,711,Kuala Lumpur,Yes,No,Townhouse,90,Islamic,4.56,114.22,-10.31,3,N
LPtest1355,Female,Yes,2,Graduate,Private,3361,0,225000.0,360,1.0,Rural,760,Melaka,Yes,No,Townhouse,90,Conventional,4.54,54.09,1819.8,11,N
LPtest1356,Male,Yes,1,Graduate,Private,4471,0,257750.0,360,1.0,Urban,733,Selangor,Yes,No,Condominium,85,Conventional,4.27,60.04,2144.79,7,Y
LPtest1357,Female,No,0,Graduate,Private,4938,0,333570.0,360,1.0,Rural,802,Selangor,No,No,Townhouse,90,Conventional,4.33,63.14,2272.13,13,Y
LPtest1358,Male,No,0,Graduate,Private,9568,0,618285.0,360,1.0,Semiurban,746,Selangor,Yes,No,Semi-D,90,Conventional,4.76,65.53,3977.02,15,Y
LPtest1359,Female,Yes,2,Graduate,Private,4424,3609,658606.0,360,0.0,Urban,643,Selangor,Yes,No,Townhouse,90,Conventional,4.36,75.81,2823.49,7,N
LPtest1360,Female,Yes,1,Graduate,Private,8660,0,531932.0,360,1.0,Semiurban,831,Johor,No,No,Semi-D,80,Conventional,4.71,65.37,3599.52,14,Y
LPtest1361,Female,Yes,3+,Graduate,Private,5515,3055,657790.0,360,1.0,Urban,728,Kedah,Yes,No,Bungalow,80,Conventional,4.26,69.67,3517.39,5,Y
LPtest1362,Male,Yes,2,Graduate,Private,2713,2209,400032.0,360,1.0,Rural,736,Selangor,Yes,No,Apartment,90,Islamic,4.14,79.07,1616.5,5,N
LPtest1363,Male,No,2,Graduate,Private,2000,0,225000.0,360,0.0,Rural,607,Melaka,Yes,No,Condominium,90,Islamic,4.72,102.42,204.19,2,N
LPtest1364,Male,No,0,Graduate,Private,5603,0,349754.0,360,1.0,Semiurban,675,Selangor,No,No,Semi-D,90,Islamic,4.45,77.78,1693.74,12,N
LPtest1365,Male,No,0,Not Graduate,Private,2852,0,225000.0,360,1.0,Semiurban,731,Kuala Lumpur,No,No,Terrace,90,Conventional,4.23,92.8,523.32,14,N
LPtest1366,Female,Yes,2,Graduate,Private,6254,4134,807813.0,360,0.0,Urban,639,Selangor,No,No,Semi-D,90,Islamic,4.76,97.85,1110.5,11,N
LPtest1367,Male,No,0,Graduate,Private,5067,0,299804.0,360,1.0,Rural,832,Johor,Yes,No,Townhouse,90,Conventional,4.54,58.27,2483.26,4,Y
LPtest1368,Female,Yes,3+,Graduate,Private,5016,0,223795.0,360,1.0,Urban,651,Selangor,Yes,No,Bungalow,80,Conventional,4.55,49.87,2788.52,11,Y
LPtest1369,Female,Yes,2,Graduate,Private,4635,2912,617571.0,360,1.0,Urban,688,Selangor,Yes,No,Semi-D,90,Conventional,4.78,95.03,1046.16,5,N
LPtest1370,Male,Yes,1,Graduate,Private,7240,2303,540351.0,360,1.0,Urban,805,Selangor,Yes,No,Townhouse,90,Conventional,4.17,56.31,4951.45,11,Y
LPtest1371,Male,No,0,Graduate,Private,4088,0,289366.0,360,1.0,Urban,667,Negeri Sembilan,No,No,Terrace,90,Conventional,4.78,84.44,950.38,5,N
LPtest1372,Female,No,0,Graduate,Private,3310,0,225000.0,360,1.0,Semiurban,696,Perak,Yes,No,Townhouse,90,Islamic,4.63,85.82,734.05,3,Y
LPtest1373,Male,No,0,Graduate,Private,2915,0,212500.0,360,1.0,Semiurban,819,Penang,Yes,No,Bungalow,85,Conventional,4.7,62.29,1340.37,8,Y
LPtest1374,Male,No,0,Graduate,Private,5264,0,390699.0,360,0.0,Urban,735,Kuala Lumpur,No,No,Apartment,90,Islamic,4.15,95.97,782.26,9,N
LPtest1375,Female,Yes,2,Not Graduate,Private,5055,2506,281652.0,360,1.0,Semiurban,737,Selangor,Yes,No,Semi-D,90,Islamic,4.77,48.54,4198.59,12,Y
LPtest1376,Male,No,0,Graduate,Private,3968,0,225000.0,360,1.0,Rural,767,Kedah,Yes,No,Semi-D,90,Islamic,4.17,63.74,1764.42,6,Y
LPtest1377,Male,No,1,Graduate,Private,2588,0,225000.0,360,0.0,Urban,692,Negeri Sembilan,No,No,Semi-D,90,Islamic,4.27,99.82,317.36,8,N
LPtest1378,Male,Yes,2,Graduate,Private,5341,4200,478133.0,360,0.0,Rural,737,Melaka,Yes,No,Bungalow,85,Conventional,4.64,73.83,3056.67,13,N
LPtest1379,Male,No,0,Graduate,Private,2264,0,225000.0,360,0.0,Semiurban,643,Penang,Yes,No,Townhouse,90,Islamic,4.16,109.85,104.0,1,N
LPtest1380,Female,No,1,Graduate,Private,2708,0,231843.0,360,0.0,Rural,628,Kedah,Yes,No,Terrace,90,Conventional,4.7,89.21,555.23,1,N
LPtest1381,Male,Yes,2,Graduate,Private,7466,4674,428850.0,360,0.0,Rural,467,Selangor,No,No,Condominium,85,Conventional,4.68,61.2,5201.42,11,N
LPtest1382,Female,Yes,1,Graduate,Private,4646,0,223418.0,360,0.0,Urban,616,Selangor,Yes,No,Townhouse,85,Islamic,4.27,70.14,1697.79,9,N
LPtest1383,Male,Yes,3+,Graduate,Private,3371,1525,284849.0,360,1.0,Semiurban,708,Selangor,Yes,No,Townhouse,90,Islamic,4.6,65.66,2021.38,10,Y
LPtest1384,Male,Yes,1,Graduate,Private,4618,3521,515230.0,360,1.0,Rural,651,Pahang,No,No,Bungalow,90,Islamic,4.5,72.65,2872.1,2,Y
LPtest1385,Male,No,0,Graduate,Private,6306,0,291579.0,360,1.0,Urban,663,Selangor,Yes,No,Apartment,80,Conventional,4.2,60.76,2891.78,10,Y
LPtest1386,Male,Yes,1,Not Graduate,Private,2719,0,225000.0,360,0.0,Urban,607,Perak,Yes,No,Terrace,90,Conventional,4.38,85.32,697.15,9,Y
LPtest1387,Female,Yes,0,Graduate,Private,3251,2022,225000.0,360,1.0,Rural,712,Kuala Lumpur,No,No,Semi-D,90,Conventional,4.22,71.14,1841.27,10,N
LPtest1388,Male,Yes,2,Graduate,Private,4760,2935,497578.0,360,0.0,Rural,624,Selangor,Yes,No,Bungalow,90,Islamic,4.18,80.35,2229.73,8,N
LPtest1389,Male,No,1,Graduate,Private,8041,0,547797.0,360,0.0,Semiurban,594,Kuala Lumpur,Yes,No,Apartment,90,Conventional,4.29,81.96,2204.98,14,Y
LPtest1390,Female,No,0,Graduate,Private,3912,0,259965.0,360,0.0,Urban,619,Kuala Lumpur,Yes,No,Semi-D,90,Conventional,4.48,73.68,1358.61,2,N
LPtest1391,Female,No,0,Graduate,Private,2712,0,225000.0,360,0.0,Rural,582,Selangor,Yes,No,Terrace,90,Conventional,4.53,74.01,982.97,3,N
LPtest1392,Male,No,0,Graduate,Private,2408,0,225000.0,360,1.0,Semiurban,778,Kuala Lumpur,Yes,No,Semi-D,90,Conventional,4.63,87.1,575.41,1,N
LPtest1393,Male,Yes,2,Graduate,Private,4318,0,298317.0,360,1.0,Urban,778,Kuala Lumpur,Yes,No,Terrace,90,Conventional,4.16,63.61,2005.08,4,Y
LPtest1394,Male,Yes,1,Graduate,Private,3625,1737,301806.0,360,1.0,Semiurban,673,Selangor,Yes,No,Townhouse,90,Conventional,4.6,84.64,1184.27,2,N
LPtest1395,Male,No,0,Graduate,Private,2453,0,225000.0,360,1.0,Rural,806,Melaka,Yes,No,Bungalow,90,Islamic,4.47,79.49,789.29,2,N
LPtest1396,Female,No,0,Graduate,Private,2164,0,225000.0,360,1.0,Urban,771,Melaka,Yes,No,Bungalow,90,Islamic,4.45,88.26,542.78,2,N
LPtest1397,Male,Yes,1,Not Graduate,Private,4967,5294,381605.0,360,1.0,Rural,667,Selangor,Yes,No,Bungalow,90,Islamic,4.7,67.68,3749.43,12,Y
LPtest1398,Male,Yes,2,Not Graduate,Private,3033,3507,287013.0,360,1.0,Semiurban,650,Selangor,Yes,No,Condominium,90,Conventional,4.25,77.69,1861.42,3,N
LPtest1399,Male,Yes,3+,Not Graduate,Private,2681,1500,274836.0,360,1.0,Semiurban,757,Melaka,No,No,Townhouse,90,Conventional,4.23,54.86,2275.83,15,Y
LPtest1400,Male,Yes,0,Graduate,Private,3296,2061,372803.0,360,1.0,Semiurban,734,Kuala Lumpur,No,No,Semi-D,90,Conventional,4.4,69.65,2115.17,11,Y
LPtest1401,Male,Yes,2,Not Graduate,Private,2272,1783,320137.0,360,1.0,Semiurban,717,Melaka,Yes,No,Apartment,90,Islamic,4.29,80.16,1245.45,1,N
LPtest1402,Male,Yes,2,Graduate,Private,4109,0,351618.0,360,0.0,Semiurban,623,Kedah,Yes,No,Bungalow,90,Conventional,4.21,97.29,612.23,1,N
LPtest1403,Female,No,0,Graduate,Private,2530,0,200000.0,360,0.0,Rural,638,Melaka,Yes,No,Condominium,80,Conventional,4.77,82.02,673.32,2,N
LPtest1404,Male,Yes,1,Graduate,Private,3591,0,225000.0,360,1.0,Rural,772,Kedah,No,No,Terrace,90,Islamic,4.54,51.3,2025.59,1,Y
LPtest1405,Female,No,1,Graduate,Private,6640,0,495351.0,360,1.0,Semiurban,794,Selangor,Yes,No,Condominium,90,Islamic,4.22,66.22,2945.69,11,Y
LPtest1406,Male,Yes,3+,Graduate,Private,2598,2684,332496.0,360,1.0,Semiurban,821,Perak,No,No,Bungalow,85,Conventional,4.76,67.45,2084.5,4,Y
LPtest1407,Female,No,0,Graduate,Private,4613,0,393814.0,360,1.0,Urban,842,Kuala Lumpur,Yes,No,Terrace,90,Conventional,4.5,73.65,1709.39,4,Y
LPtest1408,Female,Yes,3+,Graduate,Private,3345,1990,422562.0,360,0.0,Urban,641,Johor,No,No,Condominium,90,Islamic,4.66,76.29,1754.42,10,N
LPtest1409,Female,No,0,Graduate,Private,3849,0,219064.0,360,0.0,Rural,615,Kuala Lumpur,No,No,Semi-D,80,Islamic,4.47,75.5,1221.52,2,N
LPtest1410,Female,Yes,0,Graduate,Private,3890,3789,478804.0,360,1.0,Rural,755,Perak,Yes,No,Bungalow,80,Conventional,4.21,67.6,3169.88,2,Y
LPtest1411,Male,Yes,1,Graduate,Private,6642,3337,357921.0,360,0.0,Semiurban,632,Johor,Yes,No,Bungalow,90,Islamic,4.45,46.91,5757.14,12,N
LPtest1412,Female,No,0,Graduate,Private,7565,0,276575.0,360,1.0,Rural,762,Johor,Yes,No,Apartment,90,Conventional,4.59,38.22,5005.86,9,Y
LPtest1413,Female,Yes,2,Graduate,Private,4249,2619,304501.0,360,0.0,Rural,537,Negeri Sembilan,Yes,No,Bungalow,85,Islamic,4.37,74.53,2154.41,6,N
LPtest1414,Male,No,1,Not Graduate,Private,2000,0,225000.0,360,0.0,Urban,850,Kuala Lumpur,Yes,No,Bungalow,90,Conventional,4.16,89.12,544.65,1,N
LPtest1415,Female,No,0,Graduate,Private,4767,0,224268.0,360,1.0,Semiurban,715,Selangor,Yes,No,Terrace,85,Islamic,4.35,64.54,1991.37,15,Y
LPtest1416,Male,No,0,Graduate,Private,5817,0,417812.0,360,0.0,Semiurban,599,Selangor,No,No,Condominium,85,Conventional,4.3,67.12,2485.64,6,N
LPtest1417,Female,No,0,Graduate,Private,5496,0,454955.0,360,1.0,Semiurban,775,Johor,Yes,No,Apartment,90,Islamic,4.66,78.99,1681.92,9,N
LPtest1418,Female,No,0,Not Graduate,Private,3814,0,320947.0,360,1.0,Urban,850,Melaka,Yes,No,Bungalow,90,Islamic,4.13,75.63,1401.58,12,N
LPtest1419,Male,Yes,2,Graduate,Private,2606,2376,305258.0,360,1.0,Rural,686,Penang,No,No,Bungalow,90,Islamic,4.53,84.91,1129.19,6,N
LPtest1420,Female,No,1,Not Graduate,Private,5357,0,427448.0,360,1.0,Rural,735,Kuala Lumpur,Yes,No,Apartment,90,Islamic,4.29,100.14,581.71,15,N
LPtest1421,Female,No,0,Not Graduate,Private,2568,0,225000.0,360,0.0,Semiurban,718,Penang,Yes,No,Apartment,90,Conventional,4.79,104.59,125.14,8,N
LPtest1422,Male,No,0,Graduate,Private,3321,0,200000.0,360,1.0,Urban,748,Negeri Sembilan,Yes,No,Condominium,80,Islamic,4.1,79.58,975.83,11,N
LPtest1423,Female,Yes,2,Graduate,Private,4374,3620,341545.0,360,1.0,Semiurban,784,Johor,Yes,No,Bungalow,90,Conventional,4.13,38.93,5384.24,5,Y
LPtest1424,Female,No,2,Graduate,Private,3461,2525,515066.0,360,0.0,Semiurban,629,Selangor,Yes,No,Townhouse,90,Conventional,4.61,80.43,1783.47,2,N
LPtest1425,Female,Yes,1,Graduate,Private,2745,2573,451168.0,360,1.0,Urban,814,Perak,No,No,Bungalow,90,Conventional,4.62,70.84,2084.39,3,Y
LPtest1426,Female,Yes,0,Graduate,Private,4562,0,225000.0,360,1.0,Semiurban,703,Pahang,Yes,No,Terrace,90,Conventional,4.56,70.44,1622.55,8,Y
LPtest1427,Male,No,0,Graduate,Private,5336,0,409654.0,360,1.0,Semiurban,793,Melaka,No,No,Bungalow,90,Islamic,4.39,69.5,2167.8,15,Y
LPtest1428,Male,No,0,Graduate,Private,6715,0,227347.0,360,1.0,Rural,850,Perak,Yes,No,Bungalow,90,Conventional,4.22,40.83,4295.82,10,Y
LPtest1429,Female,No,0,Graduate,Private,5378,0,460137.0,360,1.0,Semiurban,669,Kuala Lumpur,No,No,Apartment,90,Islamic,4.59,76.2,1832.37,15,N
LPtest1430,Male,No,0,Graduate,Private,5252,0,335560.0,360,1.0,Semiurban,751,Penang,Yes,No,Bungalow,90,Islamic,4.52,61.54,2436.64,8,Y
LPtest1431,Female,Yes,2,Graduate,Private,4874,2560,250035.0,360,1.0,Rural,770,Kuala Lumpur,No,No,Terrace,90,Islamic,4.11,40.84,4768.83,9,Y
LPtest1432,Female,No,2,Graduate,Private,7945,0,535017.0,360,0.0,Rural,626,Kedah,Yes,No,Terrace,90,Conventional,4.55,87.98,1609.61,13,N
LPtest1433,Male,No,1,Graduate,Private,9611,0,330416.0,360,1.0,Rural,793,Johor,Yes,No,Apartment,90,Islamic,4.42,34.37,6737.76,13,Y
LPtest1434,Male,No,0,Not Graduate,Private,3487,0,237510.0,360,1.0,Semiurban,706,Johor,Yes,No,Apartment,90,Conventional,4.42,64.44,1549.08,9,N
LPtest1435,Male,Yes,1,Graduate,Private,7203,3800,496793.0,360,1.0,Semiurban,702,Kuala Lumpur,Yes,No,Terrace,90,Conventional,4.22,72.7,3708.68,12,Y
LPtest1436,Female,Yes,0,Graduate,Private,3040,2660,392598.0,360,0.0,Rural,575,Kuala Lumpur,Yes,No,Condominium,90,Islamic,4.46,84.86,1364.43,11,Y
LPtest1437,Male,No,0,Graduate,Private,10989,0,742588.0,360,1.0,Urban,673,Negeri Sembilan,No,No,Apartment,90,Conventional,4.63,90.8,1884.64,15,N
LPtest1438,Male,No,1,Graduate,Private,4316,0,280081.0,360,0.0,Rural,649,Johor,Yes,No,Condominium,90,Islamic,4.51,74.15,1465.0,7,N
LPtest1439,Female,No,0,Graduate,Private,4769,0,405945.0,360,1.0,Semiurban,813,Kuala Lumpur,Yes,No,Semi-D,90,Islamic,4.31,82.1,1408.1,9,N
LPtest1440,Male,No,0,Graduate,Private,2000,0,225000.0,360,1.0,Semiurban,802,Kuala Lumpur,Yes,No,Condominium,90,Islamic,4.56,98.48,304.48,3,N
LPtest1441,Female,Yes,3+,Graduate,Private,5090,2334,525442.0,360,0.0,Urban,613,Kuala Lumpur,No,No,Condominium,90,Islamic,4.68,74.68,2482.22,7,N
LPtest1442,Male,No,2,Graduate,Private,11078,0,400186.0,360,0.0,Semiurban,624,Selangor,Yes,No,Condominium,90,Conventional,4.62,58.96,5019.61,14,N
LPtest1443,Female,No,0,Not Graduate,Private,2688,0,225000.0,360,1.0,Urban,790,Penang,No,No,Apartment,90,Islamic,4.54,70.04,1082.02,12,N
LPtest1444,Female,Yes,0,Graduate,Private,4759,0,225000.0,360,0.0,Urban,624,Negeri Sembilan,No,No,Semi-D,90,Conventional,4.38,66.44,1895.32,6,N
LPtest1445,Female,No,0,Graduate,Private,2988,0,228683.0,360,0.0,Semiurban,617,Penang,Yes,No,Condominium,90,Conventional,4.44,81.87,836.68,1,N
LPtest1446,Female,Yes,3+,Not Graduate,Private,5495,5012,886098.0,360,1.0,Semiurban,742,Kuala Lumpur,Yes,No,Terrace,90,Islamic,4.78,95.78,1406.01,13,N
LPtest1447,Female,No,0,Graduate,Private,3455,0,296636.0,360,1.0,Semiurban,840,Melaka,No,No,Terrace,90,Islamic,4.77,64.3,1557.49,2,Y
LPtest1448,Male,Yes,1,Graduate,Private,3699,1714,200000.0,360,1.0,Urban,735,Johor,Yes,No,Terrace,80,Islamic,4.61,72.51,1725.57,4,N
LPtest1449,Female,No,0,Graduate,Private,8040,0,380358.0,360,0.0,Semiurban,618,Negeri Sembilan,No,No,Semi-D,90,Conventional,4.29,50.71,4487.06,6,N
LPtest1450,Female,No,1,Not Graduate,Private,2198,0,225000.0,360,1.0,Semiurban,733,Penang,Yes,No,Semi-D,90,Conventional,4.37,99.39,312.82,3,N
LPtest1451,Female,No,0,Graduate,Private,3345,0,232164.0,360,0.0,Semiurban,621,Selangor,Yes,No,Apartment,90,Conventional,4.72,88.23,654.38,3,Y
LPtest1452,Male,Yes,1,Graduate,Private,6020,7007,951217.0,360,1.0,Urban,715,Kuala Lumpur,No,No,Apartment,85,Islamic,4.29,74.81,4592.21,6,Y
LPtest1453,Male,No,2,Graduate,Private,2821,0,225000.0,360,0.0,Urban,576,Kuala Lumpur,Yes,No,Condominium,90,Conventional,4.36,92.58,510.04,4,N
LPtest1454,Male,Yes,2,Graduate,Private,6914,6366,853118.0,360,0.0,Semiurban,738,Kuala Lumpur,No,No,Bungalow,90,Conventional,4.14,86.85,2996.53,13,Y
LPtest1455,Female,Yes,2,Graduate,Private,2797,1628,225000.0,360,0.0,Rural,612,Penang,Yes,No,Terrace,90,Conventional,4.59,66.55,1750.13,1,N
LPtest1456,Male,No,0,Graduate,Private,5909,0,493079.0,360,1.0,Urban,773,Penang,Yes,No,Semi-D,90,Conventional,4.66,64.3,2680.92,7,N
LPtest1457,Female,Yes,3+,Graduate,Private,3081,3136,420217.0,360,1.0,Rural,745,Kedah,No,No,Semi-D,90,Islamic,4.7,87.38,1261.14,8,N
LPtest1458,Male,Yes,0,Graduate,Private,4260,0,237340.0,360,0.0,Rural,592,Kuala Lumpur,Yes,No,Condominium,90,Conventional,4.55,83.49,994.01,1,Y
LPtest1459,Male,Yes,0,Graduate,Private,2256,1511,225000.0,360,1.0,Urban,740,Negeri Sembilan,Yes,No,Condominium,90,Islamic,4.32,75.42,1232.07,3,N
LPtest1460,Male,Yes,1,Graduate,Private,5828,0,232776.0,360,0.0,Semiurban,756,Penang,No,No,Townhouse,80,Islamic,4.19,48.54,3333.31,3,N
LPtest1461,Male,Yes,2,Graduate,Private,3719,0,225000.0,360,0.0,Rural,617,Kedah,No,No,Townhouse,90,Conventional,4.22,63.69,1669.74,5,N
LPtest1462,Female,No,0,Graduate,Private,6219,0,263848.0,360,0.0,Semiurban,622,Selangor,Yes,No,Bungalow,90,Conventional,4.64,55.75,3060.4,6,N
LPtest1463,Male,No,0,Graduate,Private,4563,0,382108.0,360,1.0,Rural,677,Kedah,No,No,Apartment,90,Conventional,4.63,92.03,813.17,1,N
LPtest1464,Male,No,0,Not Graduate,Private,4673,0,235840.0,360,1.0,Urban,754,Negeri Sembilan,No,No,Bungalow,90,Islamic,4.37,61.1,2131.84,6,Y
LPtest1465,Female,Yes,0,Not Graduate,Private,3215,1916,249407.0,360,1.0,Semiurban,672,Perak,No,No,Bungalow,90,Conventional,4.65,61.81,2250.03,9,Y
LPtest1466,Female,No,0,Graduate,Private,6595,0,413535.0,360,1.0,Urban,706,Penang,Yes,No,Townhouse,90,Islamic,4.59,71.87,2351.83,11,Y
LPtest1467,Male,No,0,Graduate,Private,5857,0,345961.0,360,1.0,Semiurban,686,Negeri Sembilan,Yes,No,Bungalow,90,Islamic,4.31,67.5,2376.28,15,Y
LPtest1468,Male,No,0,Graduate,Private,5938,0,297732.0,360,0.0,Rural,529,Perak,No,No,Apartment,90,Conventional,4.27,69.02,2253.04,11,N
LPtest1469,Male,Yes,3+,Graduate,Private,4933,2486,273748.0,360,0.0,Rural,607,Selangor,Yes,No,Condominium,90,Conventional,4.65,63.0,3064.09,6,N
LPtest1470,Male,No,0,Graduate,Private,3676,0,306288.0,360,0.0,Urban,556,Selangor,Yes,No,Bungalow,90,Conventional,4.53,97.1,485.17,12,N
LPtest1471,Male,Yes,3+,Graduate,Private,2064,0,225000.0,360,0.0,Urban,643,Selangor,Yes,No,Townhouse,90,Islamic,4.64,100.81,246.63,2,N
LPtest1472,Female,No,0,Graduate,Private,8265,0,534610.0,360,1.0,Urban,657,Kuala Lumpur,No,No,Apartment,90,Conventional,4.62,78.44,2414.25,7,N
LPtest1473,Male,Yes,2,Graduate,Private,4851,0,305740.0,360,0.0,Semiurban,732,Johor,No,No,Condominium,90,Islamic,4.39,89.52,911.45,7,N
LPtest1474,Male,Yes,0,Not Graduate,Private,2392,1637,225000.0,360,0.0,Rural,604,Kedah,No,No,Condominium,90,Islamic,4.6,72.33,1383.59,2,N
LPtest1475,Female,No,0,Graduate,Private,10817,0,734113.0,360,1.0,Semiurban,844,Johor,Yes,No,Semi-D,90,Islamic,4.58,63.57,4826.55,15,N
LPtest1476,Male,Yes,2,Not Graduate,Private,2000,0,225000.0,360,0.0,Semiurban,618,Penang,No,No,Terrace,90,Islamic,4.38,120.37,-109.25,8,N
LPtest1477,Female,Yes,0,Not Graduate,Private,2000,1500,244140.0,360,0.0,Semiurban,740,Negeri Sembilan,Yes,No,Condominium,80,Conventional,4.38,80.42,1008.82,1,N
LPtest1478,Male,Yes,1,Not Graduate,Private,3174,3596,560995.0,360,1.0,Rural,795,Selangor,No,No,Bungalow,90,Islamic,4.28,65.49,3112.24,13,Y
LPtest1479,Female,Yes,1,Graduate,Private,5542,0,225000.0,360,1.0,Semiurban,782,Perak,Yes,No,Semi-D,90,Islamic,4.16,45.57,3343.53,9,Y
LPtest1480,Male,No,1,Not Graduate,Private,5086,0,431369.0,360,1.0,Urban,654,Johor,Yes,No,Semi-D,90,Conventional,4.66,76.26,1707.24,11,N
LPtest1481,Male,No,0,Not Graduate,Private,2000,0,225000.0,360,1.0,Rural,706,Selangor,No,No,Apartment,90,Islamic,4.69,102.16,213.32,2,N
LPtest1482,Male,No,0,Graduate,Private,4014,0,225000.0,360,1.0,Semiurban,711,Negeri Sembilan,No,No,Condominium,90,Islamic,4.3,62.91,1797.29,2,Y
LPtest1483,Female,Yes,2,Graduate,Private,2866,1546,225000.0,360,1.0,Rural,694,Selangor,Yes,No,Townhouse,90,Conventional,4.48,76.66,1314.62,7,N
LPtest1484,Male,Yes,1,Graduate,Private,4203,4600,729317.0,360,0.0,Urban,589,Melaka,Yes,No,Apartment,90,Conventional,4.48,93.51,1494.45,6,N
LPtest1485,Male,Yes,2,Graduate,Private,3607,3599,366061.0,360,1.0,Rural,850,Johor,Yes,No,Condominium,90,Conventional,4.76,60.45,3252.04,2,Y
LPtest1486,Male,No,0,Graduate,Private,4074,0,225000.0,360,1.0,Rural,739,Selangor,Yes,No,Townhouse,90,Conventional,4.28,81.13,1080.22,7,N
LPtest1487,Male,Yes,1,Graduate,Private,7948,5874,1090581.0,360,1.0,Semiurban,692,Selangor,Yes,No,Bungalow,90,Conventional,4.65,85.23,3311.31,14,N
LPtest1488,Male,No,0,Not Graduate,Private,4501,0,225000.0,360,0.0,Semiurban,497,Kuala Lumpur,Yes,No,Condominium,90,Islamic,4.43,56.65,2242.57,13,N
LPtest1489,Male,Yes,0,Graduate,Private,4172,0,255938.0,360,1.0,Urban,710,Penang,No,No,Semi-D,90,Islamic,4.71,74.56,1350.32,3,N
LPtest1490,Male,No,0,Graduate,Private,5986,0,481602.0,360,1.0,Semiurban,850,Melaka,Yes,No,Semi-D,90,Conventional,4.18,65.78,2743.06,13,Y
LPtest1491,Male,Yes,2,Graduate,Private,4246,2629,516610.0,360,1.0,Urban,850,Johor,No,No,Bungalow,90,Islamic,4.18,71.5,2704.43,9,Y
LPtest1492,Male,Yes,3+,Not Graduate,Private,2000,0,225000.0,360,1.0,Semiurban,655,Kuala Lumpur,Yes,No,Apartment,90,Islamic,4.71,119.4,-134.22,1,N
LPtest1493,Female,No,0,Graduate,Private,4401,0,316736.0,360,1.0,Semiurban,767,Melaka,No,No,Bungalow,90,Islamic,4.49,59.0,2203.64,7,Y
LPtest1494,Female,No,0,Not Graduate,Private,3565,0,245196.0,360,0.0,Urban,596,Kedah,Yes,No,Townhouse,90,Conventional,4.49,86.67,784.24,9,N
LPtest1495,Female,Yes,2,Not Graduate,Private,2599,0,200000.0,360,1.0,Semiurban,651,Kedah,Yes,No,Semi-D,80,Islamic,4.74,92.17,425.63,7,N
LPtest1496,Male,No,0,Graduate,Private,4494,0,312922.0,360,1.0,Urban,734,Selangor,No,No,Semi-D,90,Conventional,4.21,82.24,1243.78,7,Y
LPtest1497,Female,No,1,Graduate,Private,7255,2501,359817.0,360,1.0,Urban,785,Selangor,Yes,No,Apartment,90,Islamic,4.41,35.18,6794.53,13,Y
LPtest1498,Male,No,0,Graduate,Private,3020,0,225000.0,360,1.0,Urban,810,Kuala Lumpur,Yes,No,Bungalow,90,Islamic,4.53,69.89,1187.29,1,N
LPtest1499,Female,Yes,0,Graduate,Private,6626,6097,531845.0,360,1.0,Semiurban,737,Kuala Lumpur,Yes,No,Semi-D,90,Islamic,4.1,47.38,7486.74,11,Y
LPtest1500,Female,Yes,1,Graduate,Private,6439,0,531351.0,360,1.0,Rural,741,Selangor,Yes,No,Condominium,90,Islamic,4.68,89.05,1314.06,6,N
LPtest1501,Male,Yes,2,Graduate,Private,4175,0,325969.0,360,1.0,Urban,850,Selangor,No,No,Condominium,85,Conventional,4.33,70.11,1689.55,6,N
LPtest1502,Female,Yes,2,Not Graduate,Private,4961,0,225000.0,360,1.0,Urban,745,Kuala Lumpur,Yes,No,Condominium,90,Islamic,4.21,52.83,2660.57,12,Y
LPtest1503,Female,Yes,1,Graduate,Private,4773,2111,512034.0,360,1.0,Semiurban,723,Pahang,No,No,Condominium,85,Islamic,4.38,96.6,912.47,15,N
LPtest1504,Male,No,0,Graduate,Private,6998,0,283880.0,360,1.0,Urban,650,Selangor,Yes,No,Bungalow,90,Conventional,4.57,47.1,4045.85,14,Y
